Airline,Destination,Total_Stops,day,month,Dep_Time_hour,Dep_Time_minute,Arrival_Time_hour,Arrival_Time_minute,Duration_hours,Duration_minutes,Source_Banglore,Source_Kolkata,Source_Delhi,Source_Chennai,Source_Mumbai,Price
8,4,1,3,6,18,0,1,30,7,30,0,0,1,0,0,8570.235026041666
3,3,0,1,6,15,30,18,5,2,35,0,1,0,0,0,4846.935792410715
10,4,1,3,3,9,0,4,25,19,25,0,0,1,0,0,16122.83616522366
3,3,0,3,3,15,20,17,55,2,35,0,1,0,0,0,6102.76792410714
1,3,0,21,5,9,0,11,25,2,25,0,1,0,0,0,4203.053901289681
8,4,1,9,5,6,0,12,35,6,35,0,0,1,0,0,11059.530491635098
8,4,1,9,6,3,50,12,35,8,45,0,0,1,0,0,11284.275195819808
7,4,1,27,3,12,30,9,25,20,55,0,0,1,0,0,7195.5069717261895
5,3,1,6,5,20,20,23,25,27,5,0,1,0,0,0,8600.553655753969
7,4,2,1,6,10,55,7,40,20,45,0,0,1,0,0,12128.910398065473
7,2,0,18,5,6,10,8,55,2,45,1,0,0,0,0,6044.06388539412
7,3,2,21,5,9,25,18,20,8,55,0,1,0,0,0,9742.31933531746
3,3,1,12,6,15,15,20,30,5,15,0,1,0,0,0,5366.882960971323
3,4,1,9,5,9,15,21,0,11,45,0,0,1,0,0,7151.980107435966
10,3,1,9,5,16,30,8,15,15,45,0,1,0,0,0,12301.902863343252
8,4,1,27,3,10,0,1,35,15,35,0,0,1,0,0,8540.070705605165
7,4,1,1,6,3,50,19,15,15,25,0,0,1,0,0,9254.777150297614
10,3,1,24,5,16,30,16,20,23,50,0,1,0,0,0,11382.789281404363
7,3,1,12,6,19,0,11,5,16,5,0,1,0,0,0,6958.211544800686
5,4,0,21,5,14,40,17,50,3,10,0,0,1,0,0,6291.821708829365
10,2,1,1,3,18,40,8,15,13,35,1,0,0,0,0,10890.623087797618
10,4,1,9,6,10,0,19,0,9,0,0,0,1,0,0,12272.678635817309
1,2,0,15,4,21,10,0,5,2,55,1,0,0,0,0,4524.282683531744
10,4,1,3,6,9,0,4,25,19,25,0,0,1,0,0,11565.277043876265
3,1,0,1,3,20,5,21,35,1,30,0,0,0,0,1,7246.803782580265
3,4,2,6,3,7,35,21,20,13,45,0,0,1,0,0,7887.820438649888
2,3,0,15,3,19,35,22,5,2,30,0,1,0,0,0,4724.535041599027
7,4,2,15,6,14,25,19,15,28,50,0,0,1,0,0,13134.255358382932
7,1,1,6,3,9,15,18,5,8,50,0,0,0,0,1,12461.030033482139
10,3,1,18,5,14,5,19,50,5,45,0,1,0,0,0,12428.701772073411
10,4,2,9,3,16,50,4,25,35,35,0,0,1,0,0,17587.280058396478
10,2,1,15,3,8,55,15,15,6,20,1,0,0,0,0,10380.86846478174
3,4,1,27,3,6,40,13,20,6,40,0,0,1,0,0,8445.924121460142
8,4,1,18,5,9,15,19,0,9,45,0,0,1,0,0,10771.19463778409
8,4,1,9,5,12,50,19,15,6,25,0,0,1,0,0,8463.165179022366
7,3,2,18,5,9,25,5,25,20,0,0,1,0,0,0,14146.737448480335
7,4,3,27,5,5,15,7,40,26,25,0,0,1,0,0,11398.142646329365
3,2,0,21,4,8,30,11,20,2,50,1,0,0,0,0,5041.94841889881
10,4,1,3,6,9,0,19,0,10,0,0,0,1,0,0,13859.797046703297
3,4,1,9,6,7,15,12,30,5,15,0,0,1,0,0,6321.326015624998
10,4,1,24,6,7,5,12,35,5,30,0,0,1,0,0,12996.58464161706
5,2,0,18,5,11,30,14,20,2,50,1,0,0,0,0,4717.334821428572
5,3,1,12,5,17,0,23,25,6,25,0,1,0,0,0,8717.340576298704
1,0,0,24,6,17,45,20,5,2,20,0,0,0,1,0,3849.6253199404746
3,0,0,12,3,14,40,17,5,2,25,0,0,0,1,0,6161.601581101194
7,4,2,1,6,12,55,19,15,30,20,0,0,1,0,0,12423.238499391233
10,4,1,18,5,22,50,19,0,20,10,0,0,1,0,0,14938.704570594322
8,4,1,9,5,9,45,16,10,6,25,0,0,1,0,0,9463.72306513799
8,4,1,21,3,12,50,19,15,6,25,0,0,1,0,0,8166.045762197874
1,3,0,12,6,17,10,19,40,2,30,0,1,0,0,0,4014.023101438491
3,0,0,9,5,14,45,17,5,2,20,0,0,0,1,0,3700.327113095238
10,3,1,6,5,14,5,22,35,8,30,0,1,0,0,0,13143.973597132037
10,4,2,9,5,5,30,19,0,13,30,0,0,1,0,0,13917.711321924606
10,3,1,9,6,14,5,22,35,8,30,0,1,0,0,0,12715.23379678481
10,3,1,15,5,18,55,9,20,14,25,0,1,0,0,0,10039.499885574493
3,4,1,15,6,9,15,1,30,16,15,0,0,1,0,0,6731.721903521822
1,4,1,12,6,15,45,22,5,6,20,0,0,1,0,0,6384.87941175144
7,4,0,24,6,5,10,8,0,2,50,0,0,1,0,0,5324.385088045636
10,2,1,1,3,7,0,0,45,17,45,1,0,0,0,0,12039.746226663961
7,3,2,12,5,9,25,1,20,15,55,0,1,0,0,0,11846.151680420273
2,3,0,6,6,22,50,1,20,2,30,0,1,0,0,0,4191.485461309522
7,3,2,9,6,12,0,21,50,9,50,0,1,0,0,0,10263.900364990912
3,4,1,6,6,10,35,21,0,10,25,0,0,1,0,0,6316.503069196429
10,2,0,27,6,19,50,22,50,3,0,1,0,0,0,0,7470.158028612013
10,4,2,12,6,14,35,4,25,13,50,0,0,1,0,0,11983.28793583153
3,4,0,9,3,14,30,17,35,3,5,0,0,1,0,0,6896.201464984668
8,4,1,12,6,7,30,21,0,13,30,0,0,1,0,0,9021.716620558265
10,3,1,1,4,6,30,12,0,5,30,0,1,0,0,0,10422.71857403881
3,4,1,27,3,9,10,1,35,16,25,0,0,1,0,0,8074.018752480164
3,4,1,6,6,5,10,10,5,4,55,0,0,1,0,0,6746.437858608403
3,2,0,12,6,1,30,4,15,2,45,1,0,0,0,0,3845.273624275028
3,2,0,9,3,18,55,21,45,2,50,1,0,0,0,0,7248.283111359129
8,4,1,6,3,6,0,13,20,7,20,0,0,1,0,0,14701.184288194443
10,2,0,12,4,8,20,11,20,3,0,1,0,0,0,0,6631.159543650792
7,2,0,6,6,17,0,19,45,2,45,1,0,0,0,0,6467.576810515874
3,0,0,21,3,22,5,0,25,2,20,0,0,0,1,0,5238.113962417791
7,4,2,27,5,12,0,7,40,19,40,0,0,1,0,0,9837.6095348575
3,4,2,9,3,4,55,21,20,16,25,0,0,1,0,0,7915.529204632173
4,2,0,27,6,20,55,23,40,2,45,1,0,0,0,0,3818.514155280483
10,4,2,12,6,5,30,4,25,22,55,0,0,1,0,0,12887.25351190476
7,1,0,21,5,6,20,7,40,1,20,0,0,0,0,1,3130.4531063988097
8,4,1,21,5,7,30,19,15,11,45,0,0,1,0,0,8457.8802209596
10,2,1,21,3,14,5,23,0,8,55,1,0,0,0,0,9834.371217870674
7,4,2,9,6,5,55,19,15,13,20,0,0,1,0,0,11521.574812748016
5,2,0,3,6,21,0,23,50,2,50,1,0,0,0,0,4971.636687522548
10,3,1,24,5,9,35,19,10,9,35,0,1,0,0,0,12928.990165719697
2,2,0,1,5,11,10,13,55,2,45,1,0,0,0,0,4232.705793763529
8,4,1,9,3,9,45,22,20,12,35,0,0,1,0,0,10395.167316806459
1,2,0,12,6,21,10,0,5,2,55,1,0,0,0,0,3947.714388077203
10,3,1,24,5,14,5,12,0,21,55,0,1,0,0,0,12284.775185786437
5,2,0,21,6,7,0,9,40,2,40,1,0,0,0,0,4722.689970012626
8,4,1,21,3,11,30,19,15,7,45,0,0,1,0,0,10546.808168628248
8,4,1,18,5,15,15,1,30,10,15,0,0,1,0,0,8820.658061755954
10,3,1,15,5,21,10,18,15,21,5,0,1,0,0,0,10900.226151947008
4,4,1,24,5,7,25,13,35,6,10,0,0,1,0,0,5505.231800595238
10,4,2,21,3,16,10,18,50,26,40,0,0,1,0,0,10348.359381989536
3,4,1,3,3,17,10,1,35,8,25,0,0,1,0,0,14412.23775297619
7,4,2,6,3,5,55,19,15,37,20,0,0,1,0,0,13541.407708333336
2,3,1,6,5,6,50,10,30,3,40,0,1,0,0,0,5926.382734713202
10,4,2,27,6,11,40,19,0,7,20,0,0,1,0,0,18084.47038295904
10,3,1,21,5,9,35,18,0,8,25,0,1,0,0,0,13338.663345734132
10,4,1,18,5,21,50,19,0,21,10,0,0,1,0,0,14550.699899553558
10,2,0,24,4,6,0,8,45,2,45,1,0,0,0,0,5894.971662946429
4,2,0,15,4,11,40,14,30,2,50,1,0,0,0,0,4322.803680555556
10,4,2,27,6,23,5,4,25,29,20,0,0,1,0,0,15190.906207160897
10,4,2,12,6,5,30,4,25,22,55,0,0,1,0,0,12887.25351190476
3,0,0,12,3,5,15,7,35,2,20,0,0,0,1,0,5879.588315972223
10,3,1,18,5,20,25,10,55,14,30,0,1,0,0,0,12586.666174467897
7,1,0,15,3,13,55,15,25,1,30,0,0,0,0,1,3498.714267113094
3,4,1,27,5,5,10,10,5,4,55,0,0,1,0,0,6748.0732205988415
3,2,0,1,6,18,25,21,20,2,55,1,0,0,0,0,5135.139011656745
10,4,1,21,3,19,15,4,25,9,10,0,0,1,0,0,10903.842947443183
10,4,1,18,5,7,5,12,35,5,30,0,0,1,0,0,13371.202286480888
5,3,1,9,5,20,20,23,25,27,5,0,1,0,0,0,8514.59559163059
10,3,1,6,5,6,30,19,50,13,20,0,1,0,0,0,13474.191753472227
8,4,1,27,6,10,35,19,0,8,25,0,0,1,0,0,10653.742437206882
10,3,1,24,3,21,10,19,40,22,30,0,1,0,0,0,11408.954566761364
10,2,1,6,3,22,50,11,25,12,35,1,0,0,0,0,15473.470066175138
1,0,0,12,6,17,45,20,5,2,20,0,0,0,1,0,3717.104004329004
8,4,1,1,5,12,50,19,15,6,25,0,0,1,0,0,9039.109034004192
8,4,1,12,6,10,0,21,0,11,0,0,0,1,0,0,11339.861447172623
10,4,1,9,6,10,0,19,0,9,0,0,0,1,0,0,12272.678635817309
10,3,1,12,6,14,5,22,35,8,30,0,1,0,0,0,12483.599790088387
3,4,1,21,5,5,5,18,10,13,5,0,0,1,0,0,6936.087931547615
6,2,0,3,3,9,50,12,35,2,45,1,0,0,0,0,8701.393649492868
3,4,1,18,5,9,15,21,0,11,45,0,0,1,0,0,7211.847879464284
8,4,1,9,5,8,0,21,0,13,0,0,0,1,0,0,10551.778802083332
10,1,0,9,3,10,20,11,50,1,30,0,0,0,0,1,7184.930616883119
2,3,1,24,3,22,30,10,40,12,10,0,1,0,0,0,8968.797176339289
3,3,1,9,6,4,50,9,50,5,0,0,1,0,0,0,5611.767840232684
7,3,2,6,5,9,25,15,5,29,40,0,1,0,0,0,11336.492905505957
8,4,1,15,6,10,20,21,0,10,40,0,0,1,0,0,7739.168293199857
3,4,1,1,6,10,35,21,0,10,25,0,0,1,0,0,6666.635388708515
7,3,2,12,5,9,25,5,25,20,0,0,1,0,0,0,13974.210401785716
10,4,2,12,6,18,20,4,25,10,5,0,0,1,0,0,13883.096643217894
8,4,1,21,5,17,40,0,55,7,15,0,0,1,0,0,9962.008428030302
3,4,1,27,3,8,35,22,20,13,45,0,0,1,0,0,6952.90857638889
1,3,0,3,6,9,0,11,25,2,25,0,1,0,0,0,3949.340174851191
3,2,0,27,6,10,10,13,0,2,50,1,0,0,0,0,4076.251553368506
7,2,0,24,3,6,10,8,55,2,45,1,0,0,0,0,5656.603220199942
10,4,2,27,3,5,25,18,50,13,25,0,0,1,0,0,10859.332109375
10,3,1,12,6,8,25,12,0,27,35,0,1,0,0,0,10226.821675347222
10,4,1,9,3,16,0,4,25,12,25,0,0,1,0,0,15120.957850378783
10,4,1,21,5,15,0,12,35,21,35,0,0,1,0,0,12593.919975198416
7,3,2,12,6,9,25,13,45,28,20,0,1,0,0,0,12094.910568632751
10,3,1,24,5,17,0,10,55,17,55,0,1,0,0,0,13257.808658797798
8,4,1,21,3,10,0,18,50,8,50,0,0,1,0,0,11517.384299355163
7,1,0,15,5,13,55,15,25,1,30,0,0,0,0,1,3235.4762073863635
7,4,2,21,3,17,15,19,15,26,0,0,0,1,0,0,9096.610026943552
10,4,1,3,6,2,15,12,35,10,20,0,0,1,0,0,13474.76953993923
10,3,1,6,6,14,5,4,40,14,35,0,1,0,0,0,11468.025647434166
10,2,0,12,4,19,50,22,50,3,0,1,0,0,0,0,5480.338638843795
1,3,0,18,5,22,20,0,40,2,20,0,1,0,0,0,3876.5401612103183
3,2,0,9,5,18,25,21,20,2,55,1,0,0,0,0,4836.789988839287
10,2,0,27,5,6,0,8,45,2,45,1,0,0,0,0,6199.81685391865
7,4,2,9,3,5,55,7,40,25,45,0,0,1,0,0,14362.582381628783
8,4,1,3,6,14,0,1,30,11,30,0,0,1,0,0,12992.27776740621
1,0,0,3,3,9,30,12,5,2,35,0,0,0,1,0,6887.808612576659
10,2,0,15,6,8,20,11,20,3,0,1,0,0,0,0,7521.055486111114
7,4,1,18,5,20,0,7,40,11,40,0,0,1,0,0,8289.485548566021
4,2,0,24,3,20,55,23,50,2,55,1,0,0,0,0,6754.29392609127
1,4,1,3,3,8,45,13,15,4,30,0,0,1,0,0,8337.257243303564
8,4,1,12,6,7,30,19,0,11,30,0,0,1,0,0,10959.656651560257
8,4,1,15,6,11,40,21,0,9,20,0,0,1,0,0,8416.804978805918
7,2,0,12,5,21,5,23,55,2,50,1,0,0,0,0,5607.803115868505
1,3,1,1,4,11,15,18,30,7,15,0,1,0,0,0,8356.567483428029
5,2,0,24,6,11,30,14,20,2,50,1,0,0,0,0,4762.286599702382
7,4,2,27,5,16,55,19,15,26,20,0,0,1,0,0,12575.657530551045
3,3,1,12,6,15,15,20,5,4,50,0,1,0,0,0,5253.19019717262
3,3,0,27,6,15,30,18,5,2,35,0,1,0,0,0,4814.33947172619
3,2,0,24,6,20,0,22,50,2,50,1,0,0,0,0,4785.658823841089
3,4,1,9,3,17,10,1,35,8,25,0,0,1,0,0,11727.468556547616
10,3,1,24,3,18,55,4,45,9,50,0,1,0,0,0,13524.633850784629
7,4,2,1,6,13,20,7,40,18,20,0,0,1,0,0,12514.274542410714
10,2,1,18,3,7,0,18,25,11,25,1,0,0,0,0,11223.320680422006
7,3,1,1,5,20,30,8,55,12,25,0,1,0,0,0,9907.774380523995
8,4,1,3,6,3,50,12,35,8,45,0,0,1,0,0,11459.923255095602
3,0,0,12,6,19,35,21,55,2,20,0,0,0,1,0,3637.8692038690483
10,4,1,15,6,7,5,19,0,11,55,0,0,1,0,0,13574.696041553936
5,3,1,1,5,20,20,22,40,26,20,0,1,0,0,0,8457.611454613094
1,2,0,18,4,5,55,8,35,2,40,1,0,0,0,0,4302.461430826119
2,3,2,6,5,15,10,23,30,8,20,0,1,0,0,0,6072.123387558619
10,4,1,24,6,22,50,4,25,5,35,0,0,1,0,0,13380.47380219606
8,4,1,3,3,9,55,21,0,11,5,0,0,1,0,0,14511.533362193362
7,4,2,9,6,13,5,9,25,20,20,0,0,1,0,0,10867.218692843622
3,0,0,21,3,14,40,17,5,2,25,0,0,0,1,0,4742.073025568184
8,4,3,6,3,11,35,1,35,14,0,0,0,1,0,0,14953.864746121926
5,3,1,24,5,7,10,10,45,27,35,0,1,0,0,0,9385.821615485213
7,2,3,12,3,8,50,18,5,33,15,1,0,0,0,0,13650.968447984309
1,3,0,3,4,17,10,19,40,2,30,0,1,0,0,0,3908.7210296040785
8,4,1,21,5,7,30,21,0,13,30,0,0,1,0,0,8830.393023313487
10,2,1,6,3,5,50,12,20,6,30,1,0,0,0,0,15981.981618303582
4,2,0,15,5,20,55,23,40,2,45,1,0,0,0,0,4248.632931322149
10,2,0,3,5,6,0,8,45,2,45,1,0,0,0,0,6445.30620845734
10,2,0,27,5,11,10,14,5,2,55,1,0,0,0,0,5180.827453666128
10,4,2,27,5,23,5,4,25,29,20,0,0,1,0,0,15795.588031508421
10,4,1,21,3,7,5,4,25,21,20,0,0,1,0,0,11500.81140749008
7,2,0,27,6,6,10,8,55,2,45,1,0,0,0,0,6854.520249255949
1,2,0,21,4,21,10,0,5,2,55,1,0,0,0,0,4420.19676226551
7,3,2,12,6,10,0,13,45,27,45,0,1,0,0,0,13778.446431051585
5,3,1,12,5,7,10,20,20,13,10,0,1,0,0,0,8831.657458062771
3,2,0,9,6,4,0,6,50,2,50,1,0,0,0,0,4054.6496837797627
1,3,0,12,5,9,0,11,25,2,25,0,1,0,0,0,3937.2816181908347
3,4,1,21,3,17,30,1,35,8,5,0,0,1,0,0,8174.226253720233
3,3,0,1,5,21,25,0,5,2,40,0,1,0,0,0,4847.177093253968
3,2,0,9,5,0,30,3,25,2,55,1,0,0,0,0,3961.2301812770556
7,3,1,12,5,9,25,7,55,22,30,0,1,0,0,0,8572.073769841267
10,4,1,1,6,18,15,19,0,24,45,0,0,1,0,0,12835.055755208336
8,4,1,6,5,14,55,22,30,7,35,0,0,1,0,0,7321.1234199134215
10,2,0,6,6,6,0,8,45,2,45,1,0,0,0,0,7077.325747022072
7,4,2,12,6,22,0,19,15,21,15,0,0,1,0,0,10313.058208085322
3,2,0,9,5,22,10,1,0,2,50,1,0,0,0,0,3796.63646588654
10,2,1,21,3,7,0,23,0,16,0,1,0,0,0,0,9132.838596230158
8,4,1,27,6,13,0,1,30,12,30,0,0,1,0,0,11744.250481263534
10,4,2,27,5,23,5,19,0,19,55,0,0,1,0,0,14216.828764880955
10,3,1,15,5,6,30,19,50,13,20,0,1,0,0,0,13226.04760168651
7,1,1,12,3,20,0,23,45,27,45,0,0,0,0,1,12432.009119543654
3,0,0,6,5,11,35,14,0,2,25,0,0,0,1,0,4243.621037946429
7,3,0,27,3,20,45,23,20,2,35,0,1,0,0,0,5560.699337684884
7,1,0,24,6,19,30,20,45,1,15,0,0,0,0,1,3207.937109375
3,2,0,24,3,20,0,22,55,2,55,1,0,0,0,0,7071.730461309524
7,1,2,6,3,9,40,9,10,23,30,0,0,0,0,1,11712.490297168111
7,4,1,3,3,20,30,8,15,11,45,0,0,1,0,0,11525.538285308443
7,4,0,12,6,18,5,21,10,3,5,0,0,1,0,0,6337.830133703103
1,3,0,27,4,6,55,9,30,2,35,0,1,0,0,0,3901.0795510912685
8,4,1,18,5,17,45,1,30,7,45,0,0,1,0,0,8263.296836557538
8,4,1,6,3,10,0,21,0,11,0,0,0,1,0,0,15191.0051663961
8,4,1,9,5,9,15,19,0,9,45,0,0,1,0,0,10752.228289930554
8,4,1,9,5,8,0,21,0,13,0,0,0,1,0,0,10551.778802083332
1,0,0,1,6,9,45,12,0,2,15,0,0,0,1,0,3715.65876533189
5,2,1,21,3,6,40,12,35,5,55,1,0,0,0,0,8369.851943204365
7,2,0,9,3,6,10,8,55,2,45,1,0,0,0,0,7307.260960272366
10,3,1,12,5,21,10,8,15,11,5,0,1,0,0,0,10916.003072821275
2,3,0,3,6,19,55,22,25,2,30,0,1,0,0,0,4594.170158166487
3,2,0,9,3,0,40,3,25,2,45,1,0,0,0,0,5276.910921378969
7,4,1,3,6,17,40,23,0,5,20,0,0,1,0,0,7509.684627412518
7,4,2,21,5,6,50,7,40,24,50,0,0,1,0,0,13315.615276763167
10,3,1,6,5,18,55,4,40,9,45,0,1,0,0,0,10435.07055284993
10,4,1,3,6,13,0,4,25,15,25,0,0,1,0,0,12511.215192437772
1,4,1,15,5,8,45,13,15,4,30,0,0,1,0,0,5164.595148809524
10,4,2,9,5,5,30,4,25,22,55,0,0,1,0,0,13292.629361133659
3,4,0,6,4,5,35,8,50,3,15,0,0,1,0,0,5510.526253720236
10,3,1,24,3,16,55,22,35,5,40,0,1,0,0,0,11544.713193993512
1,0,0,1,6,8,20,10,35,2,15,0,0,0,1,0,3607.8090480699857
3,2,0,24,3,18,55,21,45,2,50,1,0,0,0,0,7151.007264384918
7,4,2,21,3,12,0,19,15,7,15,0,0,1,0,0,9798.271589781749
8,4,1,9,6,17,45,1,30,7,45,0,0,1,0,0,7744.15386870941
7,2,0,24,3,21,10,23,55,2,45,1,0,0,0,0,5635.345637400793
10,3,1,1,5,16,30,10,5,17,35,0,1,0,0,0,11321.920962301596
3,4,1,9,5,16,0,21,0,5,0,0,0,1,0,0,6055.668087702229
10,3,1,15,5,8,25,23,35,15,10,0,1,0,0,0,13027.712692212299
8,4,1,12,6,10,35,19,0,8,25,0,0,1,0,0,10876.211578170103
3,2,0,21,4,22,10,1,0,2,50,1,0,0,0,0,4016.3725744047633
1,0,0,12,5,17,45,20,5,2,20,0,0,0,1,0,3731.8455208333316
10,4,1,24,6,10,0,19,0,9,0,0,0,1,0,0,12433.772653206168
3,4,1,15,4,2,0,7,25,5,25,0,0,1,0,0,5665.054077268217
3,3,1,21,5,15,10,20,50,5,40,0,1,0,0,0,6421.523040674603
3,2,0,21,5,23,30,2,20,2,50,1,0,0,0,0,4298.716259920637
10,4,2,21,3,18,25,4,25,10,0,0,0,1,0,0,10219.93348394661
10,4,2,3,6,9,40,19,0,9,20,0,0,1,0,0,12173.926542996942
10,2,0,6,5,7,10,10,10,3,0,1,0,0,0,0,6819.084010416668
7,2,2,6,3,6,45,16,30,33,45,1,0,0,0,0,12930.088362982504
1,2,0,6,5,21,10,0,5,2,55,1,0,0,0,0,4142.312446676587
3,4,1,24,6,15,0,1,30,10,30,0,0,1,0,0,6558.172640692641
10,3,1,24,5,14,5,20,45,6,40,0,1,0,0,0,11347.14916181908
10,2,1,1,3,7,0,19,10,12,10,1,0,0,0,0,11631.158752480154
1,2,0,1,6,5,55,8,35,2,40,1,0,0,0,0,3696.2097985434716
7,2,1,21,3,9,30,16,20,6,50,1,0,0,0,0,7824.081737351187
5,2,0,18,6,19,30,22,15,2,45,1,0,0,0,0,5032.2687686011905
3,4,1,3,3,16,0,21,0,5,0,0,0,1,0,0,9320.833254878798
10,4,1,9,5,2,15,19,0,16,45,0,0,1,0,0,14233.656833626437
10,3,1,6,6,6,30,19,50,13,20,0,1,0,0,0,13358.959102633477
3,4,1,6,3,7,20,12,30,5,10,0,0,1,0,0,10323.040382395382
10,1,0,3,5,7,5,8,30,1,25,0,0,0,0,1,6169.523929135103
10,4,2,12,6,20,0,4,25,8,25,0,0,1,0,0,14872.561943429828
5,2,0,9,4,17,0,19,35,2,35,1,0,0,0,0,5454.126712549602
10,3,1,1,4,20,25,19,10,22,45,0,1,0,0,0,10762.470902777783
7,1,2,6,3,8,0,18,10,10,10,0,0,0,0,1,13091.356329139615
3,2,0,18,5,6,5,8,50,2,45,1,0,0,0,0,4320.668377637986
10,4,2,9,3,16,50,4,25,35,35,0,0,1,0,0,17587.280058396478
10,2,1,21,3,7,0,18,25,11,25,1,0,0,0,0,8540.245868055554
5,2,0,24,6,19,30,22,15,2,45,1,0,0,0,0,5185.124754464286
8,4,1,27,5,9,15,19,0,9,45,0,0,1,0,0,10823.797857142861
3,3,0,3,4,14,25,16,55,2,30,0,1,0,0,0,4839.991398358587
7,1,0,9,5,6,20,7,40,1,20,0,0,0,0,1,3194.276499255953
7,3,2,12,6,7,0,5,25,22,25,0,1,0,0,0,12591.653105158728
8,4,1,12,6,7,30,19,15,11,45,0,0,1,0,0,8409.918121505234
3,1,0,6,6,16,55,18,25,1,30,0,0,0,0,1,3640.6852519615813
10,4,2,18,5,9,40,4,25,18,45,0,0,1,0,0,13435.416127232136
7,1,0,6,3,13,55,15,25,1,30,0,0,0,0,1,5068.607823209775
10,3,1,9,6,20,0,9,20,13,20,0,1,0,0,0,12663.67978794643
10,3,1,9,5,20,0,8,15,12,15,0,1,0,0,0,10305.822832003065
3,3,0,15,6,11,30,14,5,2,35,0,1,0,0,0,4905.079249526516
3,4,1,24,5,16,0,1,30,9,30,0,0,1,0,0,7245.495592983405
10,2,1,15,3,22,50,23,0,24,10,1,0,0,0,0,11685.482267342035
3,3,1,6,4,15,15,20,5,4,50,0,1,0,0,0,4937.772518601193
5,2,1,15,3,6,40,21,55,15,15,1,0,0,0,0,10227.625519593254
2,2,0,15,4,4,55,7,45,2,50,1,0,0,0,0,4311.938829365079
7,3,2,1,4,10,0,10,0,24,0,0,1,0,0,0,11158.604685019844
10,3,1,12,5,17,0,19,10,26,10,0,1,0,0,0,12066.557940228175
3,2,0,15,6,22,10,1,0,2,50,1,0,0,0,0,3579.326887400794
10,2,0,15,6,7,10,10,10,3,0,1,0,0,0,0,6406.466891684702
2,3,1,18,5,7,35,23,30,15,55,0,1,0,0,0,5374.294490613558
8,4,1,27,3,7,0,18,50,11,50,0,0,1,0,0,11406.55937375992
3,0,0,3,6,11,35,14,0,2,25,0,0,0,1,0,4069.1670194128783
8,4,1,6,3,11,40,21,0,9,20,0,0,1,0,0,14326.822797844516
5,4,0,27,3,14,55,17,50,2,55,0,0,1,0,0,5804.417228422617
10,1,0,21,3,10,20,11,50,1,30,0,0,0,0,1,6881.900487351192
8,4,1,27,6,17,0,1,30,8,30,0,0,1,0,0,8371.341701388887
5,2,0,24,3,9,50,12,35,2,45,1,0,0,0,0,6124.606831024876
7,3,2,24,5,12,0,11,10,23,10,0,1,0,0,0,10829.477203057359
3,2,0,21,6,10,10,13,0,2,50,1,0,0,0,0,4042.7421709280306
10,4,2,24,6,11,45,12,35,24,50,0,0,1,0,0,13035.874599228895
3,2,0,9,4,0,30,3,25,2,55,1,0,0,0,0,4150.039333062772
4,4,1,6,6,7,0,12,55,5,55,0,0,1,0,0,5528.810753968257
10,2,1,6,3,16,55,7,40,14,45,1,0,0,0,0,15216.972046130952
8,4,1,9,3,4,0,19,45,15,45,0,0,1,0,0,13988.576682406134
8,4,1,15,6,9,15,19,0,9,45,0,0,1,0,0,11460.485761408734
10,3,1,12,6,8,25,16,20,7,55,0,1,0,0,0,12338.267252547801
8,4,1,15,6,12,50,19,15,6,25,0,0,1,0,0,8245.7679658189
7,3,0,21,6,20,45,23,20,2,35,0,1,0,0,0,4296.831485164141
10,2,0,1,6,11,10,14,5,2,55,1,0,0,0,0,7351.728043154764
10,4,2,9,5,5,30,4,25,22,55,0,0,1,0,0,13292.629361133659
7,4,1,27,6,17,40,8,15,14,35,0,0,1,0,0,8229.645798611116
10,3,1,1,5,20,25,9,45,13,20,0,1,0,0,0,10958.872786458334
10,2,1,21,3,11,40,18,25,6,45,1,0,0,0,0,8904.013546410184
10,3,1,21,5,6,30,4,40,22,10,0,1,0,0,0,10814.346135799966
10,3,1,21,5,14,5,12,0,21,55,0,1,0,0,0,12485.109892225833
7,1,1,6,3,16,40,9,15,16,35,0,0,0,0,1,11825.807910466277
5,2,0,21,5,21,0,23,50,2,50,1,0,0,0,0,5161.495200554653
10,3,1,1,4,20,0,9,20,13,20,0,1,0,0,0,10791.835265602454
10,1,0,15,6,7,5,8,30,1,25,0,0,0,0,1,5611.013476055196
1,2,0,12,6,21,10,0,5,2,55,1,0,0,0,0,3947.714388077203
7,4,2,9,3,6,50,19,15,36,25,0,0,1,0,0,13463.705254216275
7,4,2,21,5,12,0,19,15,7,15,0,0,1,0,0,9617.055780009923
3,4,1,15,6,7,35,12,10,4,35,0,0,1,0,0,5185.662800888351
8,4,1,3,6,4,55,19,0,14,5,0,0,1,0,0,11054.370034158557
2,3,1,24,3,7,45,11,30,3,45,0,1,0,0,0,6484.649210294912
1,1,0,3,3,22,45,0,10,1,25,0,0,0,0,1,5610.197058531749
3,4,0,15,4,5,35,8,50,3,15,0,0,1,0,0,5732.208809636539
10,2,0,9,5,17,45,20,45,3,0,1,0,0,0,0,5528.978761160715
7,0,0,3,6,11,40,13,55,2,15,0,0,0,1,0,5851.432812500001
10,3,1,9,5,16,30,12,0,19,30,0,1,0,0,0,10817.90404265873
8,4,1,1,6,10,0,19,0,9,0,0,0,1,0,0,13199.493759244226
8,4,1,15,5,7,30,19,15,11,45,0,0,1,0,0,8438.574474770026
8,4,1,6,3,7,0,13,20,6,20,0,0,1,0,0,15059.377411954372
